# h_obs,2.079379e-01,2.079375e-01,2.079371e-01,2.079366e-01,2.079362e-01,2.079356e-01,2.079351e-01,2.079347e-01,2.079341e-01,2.079336e-01,2.079330e-01,2.079323e-01,2.079314e-01,2.079302e-01,2.079281e-01,2.079248e-01,2.077932e-01,2.069718e-01,2.066435e-01,2.022981e-01,2.019877e-01,2.018792e-01,2.017671e-01,2.015285e-01,1.988730e-01,1.969233e-01,1.966552e-01,1.963382e-01,1.937760e-01,1.918465e-01,1.915884e-01,1.914380e-01,1.912601e-01,1.908135e-01,1.877447e-01,1.866197e-01,1.863785e-01,1.862338e-01,1.860830e-01,1.858206e-01,1.847478e-01,1.818902e-01,1.813481e-01,1.811569e-01,1.810327e-01,1.809156e-01,1.807641e-01,1.804763e-01,1.793995e-01,1.768380e-01,1.762109e-01,1.759949e-01,1.758681e-01,1.757664e-01,1.756632e-01,1.755326e-01,1.753173e-01,1.747776e-01,1.727590e-01,1.713212e-01,1.709381e-01,1.707638e-01,1.706522e-01,1.705633e-01,1.704791e-01,1.703866e-01,1.702679e-01,1.700830e-01,1.696985e-01,1.685000e-01,1.665895e-01,1.659244e-01,1.656683e-01,1.655272e-01,1.654300e-01,1.653517e-01,1.652804e-01,1.652081e-01,1.651268e-01,1.650247e-01
# sigma2_obs,0.000000e+00,1.128654e-18,6.043486e-18,1.877858e-17,4.780575e-17,1.039858e-16,1.823377e-16,2.937478e-16,4.699521e-16,7.864385e-16,1.429932e-15,2.990563e-15,7.924660e-15,3.391132e-14,4.191024e-13,7.282721e-12,1.826329e-08,4.492351e-09,4.924711e-08,5.238457e-08,4.648484e-09,2.108699e-09,2.873147e-09,1.870991e-08,1.771177e-07,2.457851e-08,7.675673e-09,1.829320e-08,9.197714e-08,1.768774e-08,4.056905e-09,1.936566e-09,2.328993e-09,9.637883e-09,1.913408e-08,4.530680e-09,1.281916e-09,5.898289e-10,4.715244e-10,8.627708e-10,2.565354e-09,1.782410e-09,5.344561e-10,2.056923e-10,1.077876e-10,7.587064e-11,7.912790e-11,1.413602e-10,3.010229e-10,2.377119e-10,9.506017e-11,4.218017e-11,2.334496e-11,1.558348e-11,1.248000e-11,1.257853e-11,1.742984e-11,3.096850e-11,3.922583e-11,2.393204e-11,1.192123e-11,6.704810e-12,4.380440e-12,3.224199e-12,2.618629e-12,2.352258e-12,2.396343e-12,2.894728e-12,4.116764e-12,5.412097e-12,4.640802e-12,2.940552e-12,1.855183e-12,1.288160e-12,9.786666e-13,7.953754e-13,6.803732e-13,6.082102e-13,5.690732e-13,5.634057e-13
iter,rho_melt1_surf,rho_melt1_deep,kappa_surface,kappa_deep,y_trans,width,h_pred_t0,h_pred_t1,h_pred_t2,h_pred_t3,h_pred_t4,h_pred_t5,h_pred_t6,h_pred_t7,h_pred_t8,h_pred_t9,h_pred_t10,h_pred_t11,h_pred_t12,h_pred_t13,h_pred_t14,h_pred_t15,h_pred_t16,h_pred_t17,h_pred_t18,h_pred_t19,h_pred_t20,h_pred_t21,h_pred_t22,h_pred_t23,h_pred_t24,h_pred_t25,h_pred_t26,h_pred_t27,h_pred_t28,h_pred_t29,h_pred_t30,h_pred_t31,h_pred_t32,h_pred_t33,h_pred_t34,h_pred_t35,h_pred_t36,h_pred_t37,h_pred_t38,h_pred_t39,h_pred_t40,h_pred_t41,h_pred_t42,h_pred_t43,h_pred_t44,h_pred_t45,h_pred_t46,h_pred_t47,h_pred_t48,h_pred_t49,h_pred_t50,h_pred_t51,h_pred_t52,h_pred_t53,h_pred_t54,h_pred_t55,h_pred_t56,h_pred_t57,h_pred_t58,h_pred_t59,h_pred_t60,h_pred_t61,h_pred_t62,h_pred_t63,h_pred_t64,h_pred_t65,h_pred_t66,h_pred_t67,h_pred_t68,h_pred_t69,h_pred_t70,h_pred_t71,h_pred_t72,h_pred_t73,h_pred_t74,h_pred_t75,h_pred_t76,h_pred_t77,h_pred_t78,h_pred_t79,var_pred_t0,var_pred_t1,var_pred_t2,var_pred_t3,var_pred_t4,var_pred_t5,var_pred_t6,var_pred_t7,var_pred_t8,var_pred_t9,var_pred_t10,var_pred_t11,var_pred_t12,var_pred_t13,var_pred_t14,var_pred_t15,var_pred_t16,var_pred_t17,var_pred_t18,var_pred_t19,var_pred_t20,var_pred_t21,var_pred_t22,var_pred_t23,var_pred_t24,var_pred_t25,var_pred_t26,var_pred_t27,var_pred_t28,var_pred_t29,var_pred_t30,var_pred_t31,var_pred_t32,var_pred_t33,var_pred_t34,var_pred_t35,var_pred_t36,var_pred_t37,var_pred_t38,var_pred_t39,var_pred_t40,var_pred_t41,var_pred_t42,var_pred_t43,var_pred_t44,var_pred_t45,var_pred_t46,var_pred_t47,var_pred_t48,var_pred_t49,var_pred_t50,var_pred_t51,var_pred_t52,var_pred_t53,var_pred_t54,var_pred_t55,var_pred_t56,var_pred_t57,var_pred_t58,var_pred_t59,var_pred_t60,var_pred_t61,var_pred_t62,var_pred_t63,var_pred_t64,var_pred_t65,var_pred_t66,var_pred_t67,var_pred_t68,var_pred_t69,var_pred_t70,var_pred_t71,var_pred_t72,var_pred_t73,var_pred_t74,var_pred_t75,var_pred_t76,var_pred_t77,var_pred_t78,var_pred_t79
1,3.000000e+08,3.000000e+08,1.800000e+02,1.500000e+02,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072355e-01,2.063453e-01,2.054838e-01,2.024398e-01,2.016961e-01,2.013856e-01,2.010623e-01,2.004430e-01,1.985303e-01,1.968924e-01,1.962112e-01,1.954198e-01,1.936066e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896937e-01,1.880455e-01,1.868952e-01,1.863377e-01,1.859449e-01,1.855322e-01,1.849189e-01,1.837904e-01,1.824246e-01,1.816236e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773767e-01,1.766087e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737267e-01,1.727637e-01,1.719027e-01,1.713302e-01,1.709504e-01,1.706671e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671113e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,5.460902e-19,2.831412e-18,8.509722e-18,2.093900e-17,4.449965e-17,7.807353e-17,1.261864e-16,2.007113e-16,3.290845e-16,5.775555e-16,1.150341e-15,2.873213e-15,1.148478e-14,1.321975e-13,2.218894e-12,5.403161e-09,1.380173e-09,1.526078e-08,1.628068e-08,1.468580e-09,6.759231e-10,9.035601e-10,5.581790e-09,5.174580e-08,7.366945e-09,2.471964e-09,6.333977e-09,3.226023e-08,6.401896e-09,1.620308e-09,9.624168e-10,1.636503e-09,8.700972e-09,1.832231e-08,4.429635e-09,1.387690e-09,8.462899e-10,1.144751e-09,3.725315e-09,1.476416e-08,1.051050e-08,3.017197e-09,1.186021e-09,7.438531e-10,7.916478e-10,1.527817e-09,4.894982e-09,1.411584e-08,1.143792e-08,4.128179e-09,1.655236e-09,9.071927e-10,7.082951e-10,8.229457e-10,1.455288e-09,3.674914e-09,9.996652e-09,1.459009e-08,8.277284e-09,3.448995e-09,1.615491e-09,9.416974e-10,7.009813e-10,6.831491e-10,8.899040e-10,1.541033e-09,3.357477e-09,7.812626e-09,1.325891e-08,1.130667e-08,5.921016e-09,2.852480e-09,1.521738e-09,9.463854e-10,6.979758e-10,6.193776e-10,6.705739e-10,8.904941e-10,1.434490e-09
2,3.000000e+08,3.000000e+08,1.700000e+02,9.000000e+01,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072353e-01,2.063453e-01,2.054835e-01,2.024395e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985300e-01,1.968923e-01,1.962111e-01,1.954197e-01,1.936065e-01,1.920910e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896937e-01,1.880454e-01,1.868951e-01,1.863377e-01,1.859449e-01,1.855322e-01,1.849189e-01,1.837905e-01,1.824246e-01,1.816237e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773768e-01,1.766088e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737268e-01,1.727638e-01,1.719028e-01,1.713302e-01,1.709505e-01,1.706672e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671113e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,2.039358e-18,1.071203e-17,3.260988e-17,8.123818e-17,1.741794e-16,3.060291e-16,4.943826e-16,7.871526e-16,1.295921e-15,2.291005e-15,4.606149e-15,1.160833e-14,4.663617e-14,5.358653e-13,8.972615e-12,2.176635e-08,5.620715e-09,6.305657e-08,6.723247e-08,6.079982e-09,2.820245e-09,3.831850e-09,2.412834e-08,2.250629e-07,3.182254e-08,1.048510e-08,2.638201e-08,1.339153e-07,2.630944e-08,6.455267e-09,3.587238e-09,5.544918e-09,2.778368e-08,5.771351e-08,1.377854e-08,4.135073e-09,2.288995e-09,2.676281e-09,7.726092e-09,2.921892e-08,2.064184e-08,5.879463e-09,2.236574e-09,1.301679e-09,1.233047e-09,2.110557e-09,6.259311e-09,1.750935e-08,1.411138e-08,5.090602e-09,2.021207e-09,1.075367e-09,7.947505e-10,8.587578e-10,1.417554e-09,3.414632e-09,9.071874e-09,1.314381e-08,7.464125e-09,3.119903e-09,1.462152e-09,8.475438e-10,6.223396e-10,5.943599e-10,7.574908e-10,1.287886e-09,2.770712e-09,6.400662e-09,1.083123e-08,9.242017e-09,4.856597e-09,2.353300e-09,1.265130e-09,7.940864e-10,5.918072e-10,5.311879e-10,5.819114e-10,7.813771e-10,1.270268e-09
3,3.000000e+08,3.000000e+08,1.764066e+02,1.252634e+02,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072354e-01,2.063453e-01,2.054837e-01,2.024397e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004430e-01,1.985303e-01,1.968924e-01,1.962112e-01,1.954197e-01,1.936067e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896938e-01,1.880455e-01,1.868952e-01,1.863377e-01,1.859449e-01,1.855322e-01,1.849189e-01,1.837904e-01,1.824246e-01,1.816236e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773767e-01,1.766087e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737268e-01,1.727638e-01,1.719027e-01,1.713302e-01,1.709505e-01,1.706672e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671113e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,8.978638e-19,4.690425e-18,1.420551e-17,3.522566e-17,7.529324e-17,1.322655e-16,2.137938e-16,3.404001e-16,5.599677e-16,9.887960e-16,1.987177e-15,5.019753e-15,2.032734e-14,2.369384e-13,3.999165e-12,9.766212e-09,2.495978e-09,2.770336e-08,2.953192e-08,2.660663e-09,1.224991e-09,1.647320e-09,1.027277e-08,9.554620e-08,1.356561e-08,4.529518e-09,1.163304e-08,5.946892e-08,1.174566e-08,2.935351e-09,1.703411e-09,2.813971e-09,1.474145e-08,3.094211e-08,7.427835e-09,2.279955e-09,1.334795e-09,1.705949e-09,5.316985e-09,2.074072e-08,1.471262e-08,4.198231e-09,1.621446e-09,9.818300e-10,9.932998e-10,1.824917e-09,5.672807e-09,1.617026e-08,1.306763e-08,4.706389e-09,1.873056e-09,1.009220e-09,7.658900e-10,8.587741e-10,1.469763e-09,3.630793e-09,9.770275e-09,1.420983e-08,8.059020e-09,3.357020e-09,1.568133e-09,9.077478e-10,6.675951e-10,6.401766e-10,8.198034e-10,1.399329e-09,3.018505e-09,6.984174e-09,1.182445e-08,1.008089e-08,5.284238e-09,2.549357e-09,1.361751e-09,8.474238e-10,6.248331e-10,5.539040e-10,5.988505e-10,7.941790e-10,1.277917e-09
4,3.000000e+08,3.000000e+08,1.725167e+02,1.026317e+02,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072353e-01,2.063453e-01,2.054836e-01,2.024396e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985301e-01,1.968924e-01,1.962111e-01,1.954197e-01,1.936067e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896937e-01,1.880454e-01,1.868951e-01,1.863377e-01,1.859449e-01,1.855323e-01,1.849189e-01,1.837905e-01,1.824246e-01,1.816237e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773768e-01,1.766088e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737267e-01,1.727637e-01,1.719027e-01,1.713302e-01,1.709504e-01,1.706671e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671113e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,1.491632e-18,7.823280e-18,2.378244e-17,5.917338e-17,1.267742e-16,2.227644e-16,3.599656e-16,5.731297e-16,9.432949e-16,1.667023e-15,3.351586e-15,8.455350e-15,3.407358e-14,3.936538e-13,6.612168e-12,1.608883e-08,4.134556e-09,4.620497e-08,4.927665e-08,4.449027e-09,2.058602e-09,2.790778e-09,1.754383e-08,1.635551e-07,2.316667e-08,7.684990e-09,1.957380e-08,9.984420e-08,1.964787e-08,4.850963e-09,2.740416e-09,4.351220e-09,2.222341e-08,4.636889e-08,1.108205e-08,3.347999e-09,1.888423e-09,2.279251e-09,6.771563e-09,2.591882e-08,1.833493e-08,5.220145e-09,1.993109e-09,1.174036e-09,1.136473e-09,1.993307e-09,6.011197e-09,1.693015e-08,1.365595e-08,4.920419e-09,1.952981e-09,1.041915e-09,7.756023e-10,8.472102e-10,1.413889e-09,3.432273e-09,9.154707e-09,1.327804e-08,7.535254e-09,3.144638e-09,1.471005e-09,8.512795e-10,6.244020e-10,5.960026e-10,7.593389e-10,1.290616e-09,2.775861e-09,6.411667e-09,1.084850e-08,9.253472e-09,4.858571e-09,2.350718e-09,1.260822e-09,7.888518e-10,5.855247e-10,5.230699e-10,5.701848e-10,7.621153e-10,1.234327e-09
5,3.000000e+08,3.000000e+08,1.744130e+02,1.003513e+02,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072352e-01,2.063453e-01,2.054836e-01,2.024395e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985301e-01,1.968924e-01,1.962111e-01,1.954197e-01,1.936066e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896937e-01,1.880454e-01,1.868951e-01,1.863377e-01,1.859449e-01,1.855323e-01,1.849189e-01,1.837905e-01,1.824246e-01,1.816237e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773768e-01,1.766088e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737267e-01,1.727638e-01,1.719027e-01,1.713302e-01,1.709504e-01,1.706671e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671113e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,1.557823e-18,8.179753e-18,2.489566e-17,6.201840e-17,1.329791e-16,2.336625e-16,3.775347e-16,6.012363e-16,9.902883e-16,1.752279e-15,3.529078e-15,8.921523e-15,3.603587e-14,4.172905e-13,7.016948e-12,1.708755e-08,4.387502e-09,4.902533e-08,5.225855e-08,4.715938e-09,2.180438e-09,2.954771e-09,1.858479e-08,1.733094e-07,2.452916e-08,8.115435e-09,2.060533e-08,1.050150e-07,2.064493e-08,5.081763e-09,2.851180e-09,4.480965e-09,2.273507e-08,4.736517e-08,1.130812e-08,3.402733e-09,1.901039e-09,2.259648e-09,6.624014e-09,2.521563e-08,1.782365e-08,5.072536e-09,1.931331e-09,1.129452e-09,1.080154e-09,1.869516e-09,5.587364e-09,1.567935e-08,1.264096e-08,4.556713e-09,1.808260e-09,9.627612e-10,7.134899e-10,7.744620e-10,1.284527e-09,3.104798e-09,8.262936e-09,1.197701e-08,6.799481e-09,2.840253e-09,1.330183e-09,7.707130e-10,5.659254e-10,5.407421e-10,6.896616e-10,1.173346e-09,2.525443e-09,5.835536e-09,9.875832e-09,8.426270e-09,4.426896e-09,2.144200e-09,1.152050e-09,7.225910e-10,5.380899e-10,4.825719e-10,5.282374e-10,7.088207e-10,1.151693e-09
6,3.000000e+08,3.000000e+08,1.890514e+02,9.875229e+01,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072353e-01,2.063453e-01,2.054835e-01,2.024395e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985300e-01,1.968923e-01,1.962111e-01,1.954197e-01,1.936067e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905798e-01,1.896937e-01,1.880454e-01,1.868951e-01,1.863377e-01,1.859449e-01,1.855322e-01,1.849189e-01,1.837904e-01,1.824246e-01,1.816236e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773768e-01,1.766088e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744451e-01,1.737268e-01,1.727638e-01,1.719028e-01,1.713302e-01,1.709505e-01,1.706672e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696387e-01,1.692381e-01,1.686709e-01,1.679094e-01,1.671112e-01,1.664863e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,1.528549e-18,8.057569e-18,2.462370e-17,6.159942e-17,1.324887e-16,2.328969e-16,3.762499e-16,5.995447e-16,9.897342e-16,1.759069e-15,3.567442e-15,9.107006e-15,3.728730e-14,4.392505e-13,7.454480e-12,1.829801e-08,4.643537e-09,5.157890e-08,5.492448e-08,4.934801e-09,2.271659e-09,3.087332e-09,1.958829e-08,1.832098e-07,2.591606e-08,8.603144e-09,2.218941e-08,1.140663e-07,2.232827e-08,5.444437e-09,3.011952e-09,4.657156e-09,2.344430e-08,4.874693e-08,1.157323e-08,3.430097e-09,1.857408e-09,2.102832e-09,5.899814e-09,2.204919e-08,1.553916e-08,4.412628e-09,1.661815e-09,9.458965e-10,8.636465e-10,1.416734e-09,4.074934e-09,1.125340e-08,9.053336e-09,3.270457e-09,1.297185e-09,6.850203e-10,4.975905e-10,5.240710e-10,8.422941e-10,1.989399e-09,5.230871e-09,7.554715e-09,4.294988e-09,1.800616e-09,8.463746e-10,4.913395e-10,3.603057e-10,3.426373e-10,4.341155e-10,7.340315e-10,1.572929e-09,3.625295e-09,6.129209e-09,5.231377e-09,2.752669e-09,1.336755e-09,7.206907e-10,4.537829e-10,3.392066e-10,3.051902e-10,3.348403e-10,4.499430e-10,7.316507e-10
7,3.000000e+08,3.000000e+08,3.000000e+02,9.373840e+01,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072353e-01,2.063453e-01,2.054835e-01,2.024395e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985302e-01,1.968924e-01,1.962111e-01,1.954197e-01,1.936065e-01,1.920910e-01,1.914791e-01,1.910632e-01,1.905799e-01,1.896939e-01,1.880457e-01,1.868953e-01,1.863377e-01,1.859449e-01,1.855323e-01,1.849189e-01,1.837904e-01,1.824246e-01,1.816236e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773767e-01,1.766087e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744452e-01,1.737268e-01,1.727638e-01,1.719028e-01,1.713302e-01,1.709505e-01,1.706672e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696388e-01,1.692381e-01,1.686710e-01,1.679094e-01,1.671113e-01,1.664864e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,1.258624e-18,6.747727e-18,2.099552e-17,5.352885e-17,1.165099e-16,2.040688e-16,3.285166e-16,5.259121e-16,8.817876e-16,1.607645e-15,3.372358e-15,8.961511e-15,3.842421e-14,4.750154e-13,8.249642e-12,2.066836e-08,5.091980e-09,5.592015e-08,5.942895e-08,5.267456e-09,2.381986e-09,3.229122e-09,2.098504e-08,1.988091e-07,2.744207e-08,8.387266e-09,1.928877e-08,9.569637e-08,1.837248e-08,4.177013e-09,1.935441e-09,2.186213e-09,8.519591e-09,1.666602e-08,3.969142e-09,1.124402e-09,5.064235e-10,3.777096e-10,6.135564e-10,1.680601e-09,1.165415e-09,3.612375e-10,1.435880e-10,7.619728e-11,5.222437e-11,4.968538e-11,7.642399e-11,1.458505e-10,1.148929e-10,4.899641e-11,2.348867e-11,1.383659e-11,9.551886e-12,7.577494e-12,7.090405e-12,8.460563e-12,1.272576e-11,1.491735e-11,9.658099e-12,5.425152e-12,3.440105e-12,2.470652e-12,1.937271e-12,1.619985e-12,1.437720e-12,1.368449e-12,1.438552e-12,1.695328e-12,1.952990e-12,1.706906e-12,1.234292e-12,9.090222e-13,7.182672e-13,6.001325e-13,5.206261e-13,4.636362e-13,4.215409e-13,3.909648e-13,3.711619e-13
8,3.000000e+08,3.000000e+08,3.000000e+02,9.551863e+01,1.890000e-01,2.100000e-03,0.000000e+00,2.075260e-01,2.075248e-01,2.075235e-01,2.075220e-01,2.075204e-01,2.075188e-01,2.075172e-01,2.075156e-01,2.075138e-01,2.075119e-01,2.075095e-01,2.075065e-01,2.075021e-01,2.074936e-01,2.074778e-01,2.072352e-01,2.063452e-01,2.054836e-01,2.024396e-01,2.016960e-01,2.013856e-01,2.010623e-01,2.004429e-01,1.985299e-01,1.968923e-01,1.962111e-01,1.954198e-01,1.936068e-01,1.920911e-01,1.914791e-01,1.910632e-01,1.905799e-01,1.896938e-01,1.880455e-01,1.868952e-01,1.863377e-01,1.859449e-01,1.855323e-01,1.849189e-01,1.837904e-01,1.824246e-01,1.816236e-01,1.811706e-01,1.808352e-01,1.805106e-01,1.801129e-01,1.795119e-01,1.785225e-01,1.773767e-01,1.766087e-01,1.761473e-01,1.758217e-01,1.755431e-01,1.752585e-01,1.749177e-01,1.744452e-01,1.737268e-01,1.727638e-01,1.719028e-01,1.713302e-01,1.709505e-01,1.706672e-01,1.704257e-01,1.701927e-01,1.699410e-01,1.696388e-01,1.692381e-01,1.686710e-01,1.679094e-01,1.671113e-01,1.664864e-01,1.660514e-01,1.657387e-01,1.654940e-01,1.652840e-01,1.650874e-01,1.648876e-01,1.646690e-01,1.644115e-01,0.000000e+00,1.206252e-18,6.467770e-18,2.012728e-17,5.132338e-17,1.117259e-16,1.957089e-16,3.150720e-16,5.043948e-16,8.457664e-16,1.542269e-15,3.236431e-15,8.605653e-15,3.693613e-14,4.573052e-13,7.950094e-12,1.993842e-08,4.903950e-09,5.382283e-08,5.722876e-08,5.071817e-09,2.294485e-09,3.115519e-09,2.028492e-08,1.921989e-07,2.653007e-08,8.123840e-09,1.874863e-08,9.318071e-08,1.789217e-08,4.066946e-09,1.886075e-09,2.136218e-09,8.349459e-09,1.634091e-08,3.889513e-09,1.101333e-09,4.961718e-10,3.708059e-10,6.047713e-10,1.661450e-09,1.152144e-09,3.566205e-10,1.415400e-10,7.504356e-11,5.145234e-11,4.907577e-11,7.584479e-11,1.452791e-10,1.144387e-10,4.868280e-11,2.326952e-11,1.367374e-11,9.424689e-12,7.474676e-12,7.006096e-12,8.395050e-12,1.269269e-11,1.491079e-11,9.633505e-12,5.389221e-12,3.403802e-12,2.437153e-12,1.907026e-12,1.592888e-12,1.413582e-12,1.347303e-12,1.420990e-12,1.682981e-12,1.946073e-12,1.699686e-12,1.224151e-12,8.975903e-13,7.068138e-13,5.891187e-13,5.102229e-13,4.538873e-13,4.124529e-13,3.825399e-13,3.634209e-13
